kind,name,image_url,start_year,end_year,doors
hatchback cars,Citroen XM 2.0i,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xm_491_1.jpg,1997,2000,5
hatchback cars,Citroen Xsara 1.4i Deauville,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara_495_1.jpg,1999,2000,5
hatchback cars,Citroen Xsara 1.4i Ligne Prestige,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara_496_1.jpg,2000,2003,5
hatchback cars,Citroen Xsara 1.4i Ligne Prestige,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara_497_1.jpg,2003,2004,5
hatchback cars,Citroen ZX Reflex 1.4,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_506_1.jpg,1992,1994,3
hatchback cars,Citroen ZX Reflex 1.4i,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_507_1.jpg,1994,1996,3
hatchback cars,Citroen ZX 1.4i X,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_508_1.jpg,1996,1997,3
hatchback cars,Citroen ZX Reflex 1.4,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_509_1.jpg,1991,1994,5
hatchback cars,Citroen ZX Reflex 1.4i,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_510_1.jpg,1994,1996,5
hatchback cars,Citroen ZX 1.4i X,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-zx_511_1.jpg,1996,1997,5
hatchback cars,Dacia Sandero 1.2 16V,https://www.cars-data.com/pictures/thumbs/350px/dacia/dacia-sandero_519_1.jpg,2009,2012,5
hatchback cars,Daewoo Kalos 1.2 Pure,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-kalos_522_1.jpg,2003,2004,5
hatchback cars,Daewoo Lacetti 1.4 Spirit,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-lacetti_524_1.jpg,2004,2004,5
hatchback cars,Daewoo Lanos 1.3 S,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-lanos_525_1.jpg,1999,2001,3
hatchback cars,Daewoo Lanos 1.3 Pure,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-lanos_526_1.jpg,2001,2003,3
hatchback cars,Daewoo Lanos 1.3 SE,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-lanos_527_1.jpg,1997,2001,5
hatchback cars,Daewoo Lanos 1.3 Pure,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-lanos_528_1.jpg,2001,2003,5
hatchback cars,Daewoo Matiz S,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-matiz_532_1.jpg,1998,2001,5
hatchback cars,Daewoo Matiz 0.8 Pure,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-matiz_533_1.jpg,2001,2004,5
hatchback cars,Daewoo Nexia 1.5 GL,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-nexia_534_1.jpg,1995,1997,3
hatchback cars,Daewoo Nexia 1.5 GL,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-nexia_535_1.jpg,1995,1997,5
hatchback cars,Daewoo Nubira 1.6 SE,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-nubira_537_1.jpg,1997,1999,5
hatchback cars,Daewoo Nubira 1.6 SE,https://www.cars-data.com/pictures/thumbs/350px/daewoo/daewoo-nubira_538_1.jpg,1999,2003,5
hatchback cars,Daihatsu Applause 16i,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-applause_546_1.jpg,1989,1991,5
hatchback cars,Daihatsu Applause 1.6i,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-applause_547_1.jpg,1998,2001,5
hatchback cars,Daihatsu Charade TG Economy,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_548_1.jpg,1984,1985,3
hatchback cars,Daihatsu Charade TG Economy,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_549_1.jpg,1985,1985,3
hatchback cars,Daihatsu Charade TS,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_550_1.jpg,1987,1993,3
hatchback cars,Daihatsu Charade 1.3i TS E,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_551_1.jpg,1993,1996,3
hatchback cars,Daihatsu Charade 1.3 CTi,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_552_1.jpg,1996,2001,3
hatchback cars,Daihatsu Charade CS,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_553_1.jpg,1983,1985,5
hatchback cars,Daihatsu Charade CG,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_554_1.jpg,1985,1985,5
hatchback cars,Daihatsu Charade CS Special,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_555_1.jpg,1987,1993,5
hatchback cars,Daihatsu Charade 1.3i CS,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_556_1.jpg,1993,1996,5
hatchback cars,Daihatsu Charade 1.3 CTi,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_557_1.jpg,1996,2001,5
hatchback cars,Daihatsu Charade Classic,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-charade_558_1.jpg,2011,2012,5
hatchback cars,Daihatsu Cuore Economy,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_562_1.jpg,1980,1985,3
hatchback cars,Daihatsu Cuore 850 TG,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_563_1.jpg,1987,1990,3
hatchback cars,Daihatsu Cuore 850 TG,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_564_1.jpg,1990,1995,3
hatchback cars,Daihatsu Cuore Basic,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_565_1.jpg,1995,1997,3
hatchback cars,Daihatsu Cuore STi-12V,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_566_1.jpg,1998,2001,3
hatchback cars,Daihatsu Cuore STi-12V,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_567_1.jpg,2001,2003,3
hatchback cars,Daihatsu Cuore 1.0 12V Kyoto,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_568_1.jpg,2003,2006,3
hatchback cars,Daihatsu Cuore 1.0 12V DVVT,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_569_1.jpg,2006,2007,3
hatchback cars,Daihatsu Cuore De Luxe,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_570_1.jpg,1980,1983,4
hatchback cars,Daihatsu Cuore 850 CS,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_571_1.jpg,1985,1990,5
hatchback cars,Daihatsu Cuore 850 CS,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_572_1.jpg,1990,1995,5
hatchback cars,Daihatsu Cuore Trendy,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_573_1.jpg,1995,1998,5
hatchback cars,Daihatsu Cuore STi-12V,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_574_1.jpg,1998,2000,5
hatchback cars,Daihatsu Cuore STi-12V,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_575_1.jpg,2001,2003,5
hatchback cars,Daihatsu Cuore 1.0 12V Tokyo,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_576_1.jpg,2003,2006,5
hatchback cars,Daihatsu Cuore 1.0 12V DVVT Tokyo,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_577_1.jpg,2006,2007,5
hatchback cars,Daihatsu Cuore 1.0 Trend,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-cuore_578_1.jpg,2007,2009,5
hatchback cars,Daihatsu Sirion 1.0 12V STi,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-sirion_591_1.jpg,1998,2001,5
hatchback cars,Daihatsu Sirion 1.0 12V SXi,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-sirion_592_1.jpg,2002,2005,5
hatchback cars,Daihatsu Sirion 2 1.0 12V DVVT Trend,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-sirion-2_593_1.jpg,2005,2010,5
hatchback cars,Daihatsu Trevis,https://www.cars-data.com/pictures/thumbs/350px/daihatsu/daihatsu-trevis_598_1.jpg,2006,2011,5
hatchback cars,Fiat 500 1.2 Naked,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-500_624_1.jpg,2008,2009,3
hatchback cars,Fiat 600 Actual,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-600_625_1.jpg,2005,2007,3
hatchback cars,Fiat Brava 1.4 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-brava_628_1.jpg,1995,1998,5
hatchback cars,Fiat Brava 1.2 16V SX,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-brava_629_1.jpg,1998,2001,5
hatchback cars,Fiat Bravo 1.4 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-bravo_630_1.jpg,1995,1998,3
hatchback cars,Fiat Bravo 1.2 16V SX,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-bravo_631_1.jpg,1998,2001,3
hatchback cars,Fiat Bravo 1.4 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-bravo_632_1.jpg,2007,2010,5
hatchback cars,Fiat Bravo 1.4 16v Actual,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-bravo_633_1.jpg,2010,2012,5
hatchback cars,Fiat Cinquecento,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-cinquecento_634_1.jpg,1992,1995,3
hatchback cars,Fiat Croma CHT,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-croma_636_1.jpg,1986,1988,5
hatchback cars,Fiat Croma 2.0 i.e.,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-croma_637_1.jpg,1991,1996,5
hatchback cars,Fiat Croma 1.8 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-croma_638_1.jpg,2006,2008,5
hatchback cars,Fiat Croma 1.8 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-croma_639_1.jpg,2008,2009,5
hatchback cars,Fiat Panda 34 Shopping,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-panda_653_1.jpg,1983,1986,3
hatchback cars,Fiat Panda 750 L,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-panda_654_1.jpg,1986,1989,3
hatchback cars,Fiat Panda 1.1 Actual,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-panda_655_1.jpg,2005,2010,5
hatchback cars,Fiat Panda TwinAir 60 Panda,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-panda_656_1.jpg,2014,2014,5
hatchback cars,Fiat Panda Classic 1.2 69,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-panda-classic_657_1.jpg,2012,2012,5
hatchback cars,Fiat Grande Punto 1.2 8v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-grande-punto_658_1.jpg,2006,2008,3
hatchback cars,Fiat Grande Punto 1.2 Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-grande-punto_659_1.jpg,2008,2009,3
hatchback cars,Fiat Punto 55 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_660_1.jpg,1994,1997,3
hatchback cars,Fiat Punto 55 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_661_1.jpg,1997,1999,3
hatchback cars,Fiat Punto 1.2,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_662_1.jpg,1999,2002,3
hatchback cars,Fiat Punto 1.2 Classic,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_663_1.jpg,2006,2006,3
hatchback cars,Fiat Punto 1.2 Pop,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_664_1.jpg,2012,2012,3
hatchback cars,Fiat Punto Evo 1.2 Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto-evo_665_1.jpg,2009,2011,3
hatchback cars,Fiat Grande Punto 1.2 8v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-grande-punto_666_1.jpg,2006,2008,5
hatchback cars,Fiat Grande Punto 1.2 Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-grande-punto_667_1.jpg,2008,2009,5
hatchback cars,Fiat Punto 60 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_668_1.jpg,1994,1997,5
hatchback cars,Fiat Punto 55 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_669_1.jpg,1997,1999,5
hatchback cars,Fiat Punto 1.2,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_670_1.jpg,1999,2002,5
hatchback cars,Fiat Punto 1.2 Classic,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_671_1.jpg,2006,2006,5
hatchback cars,Fiat Punto 1.2 Pop,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto_672_1.jpg,2012,2012,5
hatchback cars,Fiat Punto Evo 1.2 Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-punto-evo_673_1.jpg,2009,2011,5
hatchback cars,Fiat Seicento 900 i.e. Young,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-seicento_681_1.jpg,1999,1999,3
hatchback cars,Fiat Seicento 1.1 S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-seicento_682_1.jpg,2001,2004,3
hatchback cars,Fiat Seicento 1.1 Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-seicento_683_1.jpg,2004,2005,3
hatchback cars,Fiat Stilo 80 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-stilo_684_1.jpg,2002,2004,3
hatchback cars,Fiat Stilo 1.4 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-stilo_685_1.jpg,2006,2007,3
hatchback cars,Fiat Stilo 80 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-stilo_686_1.jpg,2002,2004,5
hatchback cars,Fiat Stilo 1.4 16v Active,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-stilo_687_1.jpg,2006,2007,5
hatchback cars,Fiat Tipo 1.4 i.e. S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-tipo_694_1.jpg,1993,1995,3
hatchback cars,Fiat Tipo 1.4 i.e.,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-tipo_695_1.jpg,1988,1989,5
hatchback cars,Fiat Tipo 1.4 i.e. S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-tipo_696_1.jpg,1993,1995,5
hatchback cars,Fiat Uno 45,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-uno_700_1.jpg,1983,1988,3
hatchback cars,Fiat Uno 1.0 i.e.,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-uno_701_1.jpg,1989,1991,3
hatchback cars,Fiat Uno 55,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-uno_702_1.jpg,1983,1985,5
hatchback cars,Fiat Uno 1.0 i.e. S,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-uno_703_1.jpg,1989,1991,5
hatchback cars,Ford Escort 1.1 Custom,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_709_1.jpg,1980,1984,3
hatchback cars,Ford Escort 1.1 C,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_710_1.jpg,1986,1987,3
hatchback cars,Ford Escort 1.3i CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_711_1.jpg,1991,1992,3
hatchback cars,Ford Escort 1.3i Laser,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_712_1.jpg,1993,1995,3
hatchback cars,Ford Escort 1.3i CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_713_1.jpg,1995,1996,3
hatchback cars,Ford Escort 1.1 Custom,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_714_1.jpg,1980,1984,5
hatchback cars,Ford Escort 1.1 C,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_715_1.jpg,1986,1987,5
hatchback cars,Ford Escort 1.4i CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_716_1.jpg,1990,1992,5
hatchback cars,Ford Escort 1.3i Laser,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_717_1.jpg,1993,1995,5
hatchback cars,Ford Escort 1.4i CLX,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-escort_718_1.jpg,1995,1996,5
hatchback cars,Ford Fiesta 950 Festival,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_734_1.jpg,1982,1983,3
hatchback cars,Ford Fiesta 1.0,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_735_1.jpg,1983,1986,3
hatchback cars,Ford Fiesta 1.0 C,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_736_1.jpg,1986,1989,3
hatchback cars,Ford Fiesta 1.1i C,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_737_1.jpg,1989,1990,3
hatchback cars,Ford Fiesta 1.1i Finesse,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_738_1.jpg,1994,1995,3
hatchback cars,Ford Fiesta 1.3i,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_739_1.jpg,1997,1998,3
hatchback cars,Ford Fiesta 1.3i Classic,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_740_1.jpg,2001,2002,3
hatchback cars,Ford Fiesta 1.3 Core,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_741_1.jpg,2003,2003,3
hatchback cars,Ford Fiesta 1.3,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_742_1.jpg,2007,2008,3
hatchback cars,Ford Fiesta 1.25 60hp Limited,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_743_1.jpg,2009,2013,3
hatchback cars,Ford Fiesta Classic 1.1i,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta-classic_744_1.jpg,1995,1996,3
hatchback cars,Ford Fiesta 1.1i CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_745_1.jpg,1989,1990,5
hatchback cars,Ford Fiesta 1.1i Flash,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_746_1.jpg,1994,1995,5
hatchback cars,Ford Fiesta 1.3i,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_747_1.jpg,1997,1998,5
hatchback cars,Ford Fiesta 1.3i Classic,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_748_1.jpg,2001,2002,5
hatchback cars,Ford Fiesta 1.3 Core,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_749_1.jpg,2002,2003,5
hatchback cars,Ford Fiesta 1.3,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_750_1.jpg,2007,2008,5
hatchback cars,Ford Fiesta 1.25 60hp Limited,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta_751_1.jpg,2009,2012,5
hatchback cars,Ford Fiesta Classic 1.1i,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-fiesta-classic_752_1.jpg,1995,1996,5
hatchback cars,Ford Focus 1.4i 16V Trend,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_753_1.jpg,1998,2001,3
hatchback cars,Ford Focus 1.4 16V Cool Edition,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_754_1.jpg,2001,2004,3
hatchback cars,Ford Focus 1.4 16V Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_755_1.jpg,2004,2008,3
hatchback cars,Ford Focus 1.4 16V Trend,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_756_1.jpg,2008,2010,3
hatchback cars,Ford Focus 1.4i 16V Trend,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_757_1.jpg,1998,2001,5
hatchback cars,Ford Focus 1.4 16V Cool Edition,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_758_1.jpg,2001,2004,5
hatchback cars,Ford Focus 1.4 16V Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_759_1.jpg,2004,2008,5
hatchback cars,Ford Focus 1.4 16V Trend,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_760_1.jpg,2008,2010,5
hatchback cars,Ford Focus 1.0 EcoBoost 100hp ECOnetic Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-focus_761_1.jpg,2012,2014,5
hatchback cars,Ford Ka 1.2 Limited,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-ka_783_1.jpg,2010,2010,3
hatchback cars,Ford Sportka 1.6,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sportka_784_1.jpg,2003,2008,3
hatchback cars,Ford Mondeo 1.6i Mirage,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_787_1.jpg,1994,1995,5
hatchback cars,Ford Mondeo 1.6i,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_788_1.jpg,1996,1998,5
hatchback cars,Ford Mondeo 1.8 16V 110hp Business Edition,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_789_1.jpg,2001,2002,5
hatchback cars,Ford Mondeo 1.8 16V 110hp Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_790_1.jpg,2003,2005,5
hatchback cars,Ford Mondeo 1.8 16V 110hp Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_791_1.jpg,2005,2007,5
hatchback cars,Ford Mondeo 1.6 16V Trend,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_792_1.jpg,2007,2010,5
hatchback cars,Ford Mondeo 1.6 Ambiente,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mondeo_793_1.jpg,2011,2014,5
hatchback cars,Ford Scorpio 1.8 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-scorpio_819_1.jpg,1985,1986,5
hatchback cars,Ford Scorpio 2.0 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-scorpio_820_1.jpg,1990,1992,5
hatchback cars,Ford Scorpio 2.0i CLX,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-scorpio_821_1.jpg,1992,1994,5
hatchback cars,Ford Sierra 1.3,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_831_1.jpg,1983,1984,3
hatchback cars,Ford Sierra 1.6 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_832_1.jpg,1987,1989,3
hatchback cars,Ford Sierra 1.6 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_833_1.jpg,1990,1991,3
hatchback cars,Ford Sierra 1.3,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_834_1.jpg,1982,1984,5
hatchback cars,Ford Sierra 1.6 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_835_1.jpg,1987,1989,5
hatchback cars,Ford Sierra 1.6 CL,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-sierra_836_1.jpg,1990,1991,5
hatchback cars,Honda Accord,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord_851_1.jpg,1977,1981,3
hatchback cars,Honda Accord Special,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord_852_1.jpg,1982,1983,3
hatchback cars,Honda Accord 1.6 Luxe,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord_853_1.jpg,1983,1985,3
hatchback cars,Honda Accord Aero Deck 2.0 Luxe,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord-aero-deck_854_1.jpg,1987,1989,3
hatchback cars,Honda Accord 1.8i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord_855_1.jpg,1999,2001,5
hatchback cars,Honda Accord 1.8i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord_856_1.jpg,2001,2003,5
hatchback cars,Honda Civic Economy,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_878_1.jpg,1979,1982,3
hatchback cars,Honda Civic Economy,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_879_1.jpg,1982,1983,3
hatchback cars,Honda Civic 1.2 Special,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_880_1.jpg,1983,1987,3
hatchback cars,Honda Civic 1.3 Luxe,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_881_1.jpg,1987,1990,3
hatchback cars,Honda Civic 1.4i,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_882_1.jpg,1995,1998,3
hatchback cars,Honda Civic 1.3 New York,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_883_1.jpg,1995,1996,3
hatchback cars,Honda Civic 1.4i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_884_1.jpg,2001,2003,3
hatchback cars,Honda Civic 1.4i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_885_1.jpg,2003,2005,3
hatchback cars,Honda Civic Type S 1.8i-VTEC,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-type-s_886_1.jpg,2007,2008,3
hatchback cars,Honda Civic Type S 1.4i-VTEC,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-type-s_887_1.jpg,2008,2011,3
hatchback cars,Honda Civic De Luxe,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_888_1.jpg,1979,1982,5
hatchback cars,Honda Civic Luxe,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_889_1.jpg,1982,1983,5
hatchback cars,Honda Civic 1.4i,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_890_1.jpg,1995,1996,5
hatchback cars,Honda Civic 1.4i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_891_1.jpg,1997,2001,5
hatchback cars,Honda Civic 1.4i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_892_1.jpg,2001,2003,5
hatchback cars,Honda Civic 1.4i S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_893_1.jpg,2003,2005,5
hatchback cars,Honda Civic 1.4i DSi,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_894_1.jpg,2005,2008,5
hatchback cars,Honda Civic 1.4i-VTEC,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_895_1.jpg,2008,2012,5
hatchback cars,Honda Civic 1.4 S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic_896_1.jpg,2012,2015,5
hatchback cars,Honda Concerto 1.5i,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-concerto_914_1.jpg,1990,1994,5
hatchback cars,Honda Insight 1.3 i-VTEC Base,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-insight_928_1.jpg,2009,2012,5
hatchback cars,Honda Insight 1.3 i-VTEC S,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-insight_929_1.jpg,2012,2014,5
